;Comuna;Educacion;Etnia;Sexo;Freq;anio;codigo;;
1499;cunco;enfermedad que lo inhabilita;mapuche;hombre;45;2011;9103;;
1500;cunco;embarazo, maternidad o paternidad;mapuche;mujer;45;2011;9103;;
1501;cunco;problemas familiares;no pertenece a ningún pueblo indígena;mujer;63;2011;9103;;
1502;cunco;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;46;2011;9103;;
1503;cunco;no le interesa;no pertenece a ningún pueblo indígena;hombre;14;2011;9103;;
1504;cunco;terminó estudiar;mapuche;hombre;80;2011;9103;;
1505;curacautín;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;194;2011;9203;;
1506;curacautín;otra razón;no pertenece a ningún pueblo indígena;mujer;36;2011;9203;;
1507;curacautín;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;72;2011;9203;;
1508;curacautín;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;595;2011;9203;;
1509;curacautín;dificultad económica;mapuche;mujer;41;2011;9203;;
1510;curacautín;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;82;2011;9203;;
1511;curacautín;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;344;2011;9203;;
1512;curacautín;dificultad económica;no pertenece a ningún pueblo indígena;mujer;132;2011;9203;;
1513;curacautín;dificultad económica;no pertenece a ningún pueblo indígena;hombre;85;2011;9203;;
1514;curacautín;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;357;2011;9203;;
1515;curacautín;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;16;2011;9203;;
1516;curacautín;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;36;2011;9203;;
1517;curacautín;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;32;2011;9203;;
1518;curacautín;otra razón;no pertenece a ningún pueblo indígena;hombre;44;2011;9203;;
1519;curacautín;embarazo, maternidad o paternidad;mapuche;mujer;35;2011;9203;;
1520;curacaví;otra razón;no pertenece a ningún pueblo indígena;hombre;763;2011;13503;;
1521;curacaví;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;71;2011;13503;;
1522;curacaví;ayuda en la casa o quehaceres del hogar;mapuche;mujer;56;2011;13503;;
1523;curacaví;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;61;2011;13503;;
1524;curacaví;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;283;2011;13503;;
1525;curacaví;dificultad económica;no pertenece a ningún pueblo indígena;mujer;101;2011;13503;;
1526;curacaví;otra razón;no pertenece a ningún pueblo indígena;mujer;120;2011;13503;;
1527;curacaví;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;403;2011;13503;;
1528;curacaví;trabaja o busca trabajo;mapuche;hombre;176;2011;13503;;
1529;curacaví;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;2352;2011;13503;;
1530;curacaví;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;463;2011;13503;;
1531;curacaví;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1027;2011;13503;;
1532;curaco de vélez;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;105;2011;10204;;
1533;curaco de vélez;embarazo, maternidad o paternidad;mapuche;mujer;25;2011;10204;;
1534;curaco de vélez;trabaja o busca trabajo;mapuche;hombre;21;2011;10204;;
1535;curaco de vélez;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;105;2011;10204;;
1536;curaco de vélez;trabaja o busca trabajo;mapuche;mujer;63;2011;10204;;
1537;curaco de vélez;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;25;2011;10204;;
1538;curaco de vélez;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;21;2011;10204;;
1539;curaco de vélez;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;46;2011;10204;;
1540;curaco de vélez;terminó estudiar;mapuche;mujer;25;2011;10204;;
1541;curanilahue;dificultad económica;no pertenece a ningún pueblo indígena;hombre;161;2011;8205;;
1542;curanilahue;no le interesa;no pertenece a ningún pueblo indígena;mujer;47;2011;8205;;
1543;curanilahue;dificultad de acceso o movilización;mapuche;mujer;40;2011;8205;;
1544;curanilahue;terminó estudiar;mapuche;hombre;180;2011;8205;;
1545;curanilahue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;636;2011;8205;;
1546;curanilahue;trabaja o busca trabajo;mapuche;hombre;42;2011;8205;;
1547;curanilahue;dificultad económica;mapuche;hombre;98;2011;8205;;
1548;curanilahue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1094;2011;8205;;
1549;curanilahue;enfermedad que lo inhabilita;mapuche;hombre;61;2011;8205;;
1550;curanilahue;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;767;2011;8205;;
1551;curanilahue;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;356;2011;8205;;
1552;curanilahue;ayuda en la casa o quehaceres del hogar;mapuche;mujer;60;2011;8205;;
1553;curanilahue;terminó estudiar;mapuche;mujer;254;2011;8205;;
1554;curanilahue;embarazo, maternidad o paternidad;mapuche;mujer;40;2011;8205;;
1555;curanilahue;no le interesa;no pertenece a ningún pueblo indígena;hombre;91;2011;8205;;
1556;curanilahue;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;287;2011;8205;;
1557;curanilahue;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;111;2011;8205;;
1558;curanilahue;no le interesa;mapuche;mujer;104;2011;8205;;
1559;curanilahue;dificultad económica;no pertenece a ningún pueblo indígena;mujer;227;2011;8205;;
1560;curanilahue;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;66;2011;8205;;
1561;curarrehue;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;11;2011;9104;;
1562;curarrehue;embarazo, maternidad o paternidad;mapuche;hombre;21;2011;9104;;
1563;curarrehue;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;56;2011;9104;;
1564;curarrehue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;39;2011;9104;;
1565;curarrehue;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;11;2011;9104;;
1566;curarrehue;terminó estudiar;mapuche;hombre;65;2011;9104;;
1567;curarrehue;trabaja o busca trabajo;mapuche;mujer;93;2011;9104;;
1568;curarrehue;dificultad económica;no pertenece a ningún pueblo indígena;mujer;20;2011;9104;;
1569;curarrehue;otra razón;mapuche;mujer;21;2011;9104;;
1570;curarrehue;terminó estudiar;mapuche;mujer;18;2011;9104;;
1571;curarrehue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;57;2011;9104;;
1572;curarrehue;embarazo, maternidad o paternidad;mapuche;mujer;147;2011;9104;;
1573;curarrehue;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;36;2011;9104;;
1574;curarrehue;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;19;2011;9104;;
1575;curarrehue;ayuda en la casa o quehaceres del hogar;mapuche;hombre;52;2011;9104;;
1576;curarrehue;no le interesa;mapuche;mujer;21;2011;9104;;
1577;curarrehue;no le interesa;mapuche;hombre;11;2011;9104;;
1578;curarrehue;ayuda en la casa o quehaceres del hogar;mapuche;mujer;107;2011;9104;;
1579;curarrehue;dificultad económica;mapuche;hombre;39;2011;9104;;
1580;curarrehue;trabaja o busca trabajo;mapuche;hombre;453;2011;9104;;
1581;curepto;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;259;2011;7103;;
1582;curepto;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;54;2011;7103;;
1583;curepto;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;54;2011;7103;;
1584;curepto;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;42;2011;7103;;
1585;curepto;trabaja o busca trabajo;mapuche;mujer;11;2011;7103;;
1586;curepto;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;111;2011;7103;;
1587;curepto;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;218;2011;7103;;
1588;curepto;no le interesa;no pertenece a ningún pueblo indígena;hombre;109;2011;7103;;
1589;curepto;dificultad económica;no pertenece a ningún pueblo indígena;hombre;93;2011;7103;;
1590;curepto;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;89;2011;7103;;
1591;curepto;otra razón;no pertenece a ningún pueblo indígena;mujer;36;2011;7103;;
1592;curicó;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;79;2011;7301;;
1593;curicó;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;17;2011;7301;;
1594;curicó;dificultad económica;no pertenece a ningún pueblo indígena;hombre;777;2011;7301;;
1595;curicó;trabaja o busca trabajo;mapuche;hombre;57;2011;7301;;
1596;curicó;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;915;2011;7301;;
1597;curicó;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;131;2011;7301;;
1598;curicó;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;161;2011;7301;;
1599;curicó;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;42;2011;7301;;
1600;curicó;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;124;2011;7301;;
1601;curicó;dificultad económica;no pertenece a ningún pueblo indígena;mujer;1363;2011;7301;;
1602;curicó;otra razón;quechua;hombre;63;2011;7301;;
1603;curicó;embarazo, maternidad o paternidad;mapuche;mujer;41;2011;7301;;
1604;curicó;dificultad económica;mapuche;mujer;21;2011;7301;;
1605;curicó;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;3620;2011;7301;;
1606;curicó;otra razón;no pertenece a ningún pueblo indígena;hombre;376;2011;7301;;
1607;curicó;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;148;2011;7301;;
1608;curicó;terminó estudiar;rapa nui (pascuense);mujer;27;2011;7301;;
1609;curicó;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;66;2011;7301;;
1610;curicó;ayuda en la casa o quehaceres del hogar;mapuche;mujer;64;2011;7301;;
1611;curicó;problemas familiares;no pertenece a ningún pueblo indígena;mujer;111;2011;7301;;
1612;curicó;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1164;2011;7301;;
1613;curicó;otra razón;no pertenece a ningún pueblo indígena;mujer;316;2011;7301;;
1614;curicó;terminó estudiar;mapuche;mujer;138;2011;7301;;
1615;curicó;no le interesa;no pertenece a ningún pueblo indígena;hombre;851;2011;7301;;
1616;curicó;terminó estudiar;quechua;hombre;42;2011;7301;;
1617;curicó;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;2962;2011;7301;;
1618;curicó;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;5240;2011;7301;;
1619;curicó;terminó estudiar;mapuche;hombre;88;2011;7301;;
1620;curicó;no le interesa;no pertenece a ningún pueblo indígena;mujer;533;2011;7301;;
1621;curicó;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;1889;2011;7301;;
1622;curicó;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;18;2011;7301;;
1623;curicó;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;16;2011;7301;;
1624;curicó;trabaja o busca trabajo;mapuche;mujer;49;2011;7301;;
1625;curicó;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;mujer;30;2011;7301;;
1626;curicó;otra razón;quechua;mujer;21;2011;7301;;
1627;dalcahue;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;75;2011;10205;;
1628;dalcahue;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;403;2011;10205;;
1629;dalcahue;no le interesa;no pertenece a ningún pueblo indígena;hombre;21;2011;10205;;
1630;dalcahue;terminó estudiar;mapuche;mujer;66;2011;10205;;
1631;dalcahue;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;hombre;28;2011;10205;;
1632;dalcahue;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;149;2011;10205;;
1633;dalcahue;dificultad económica;no pertenece a ningún pueblo indígena;hombre;13;2011;10205;;
1634;dalcahue;trabaja o busca trabajo;mapuche;hombre;59;2011;10205;;
1635;dalcahue;trabaja o busca trabajo;quechua;mujer;21;2011;10205;;
1636;dalcahue;terminó estudiar;mapuche;hombre;66;2011;10205;;
1637;dalcahue;trabaja o busca trabajo;mapuche;mujer;94;2011;10205;;
1638;dalcahue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;290;2011;10205;;
1639;dalcahue;no le interesa;no pertenece a ningún pueblo indígena;mujer;28;2011;10205;;
1640;dalcahue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;487;2011;10205;;
1641;dalcahue;embarazo, maternidad o paternidad;mapuche;mujer;26;2011;10205;;
1642;dalcahue;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;272;2011;10205;;
1643;dalcahue;dificultad económica;no pertenece a ningún pueblo indígena;mujer;28;2011;10205;;
1644;dalcahue;ayuda en la casa o quehaceres del hogar;mapuche;hombre;59;2011;10205;;
1645;dalcahue;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;38;2011;10205;;
1646;diego de almagro;embarazo, maternidad o paternidad;coya;mujer;10;2011;3202;;
1647;diego de almagro;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;166;2011;3202;;
1648;diego de almagro;terminó estudiar;coya;mujer;7;2011;3202;;
1649;diego de almagro;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;183;2011;3202;;
1650;diego de almagro;trabaja o busca trabajo;aymara;mujer;6;2011;3202;;
1651;diego de almagro;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;138;2011;3202;;
1652;diego de almagro;no le interesa;no pertenece a ningún pueblo indígena;hombre;13;2011;3202;;
1653;diego de almagro;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;302;2011;3202;;
1654;diego de almagro;no le interesa;no pertenece a ningún pueblo indígena;mujer;22;2011;3202;;
1655;diego de almagro;terminó estudiar;diaguita;hombre;13;2011;3202;;
1656;diego de almagro;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;5;2011;3202;;
1657;diego de almagro;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;17;2011;3202;;
1658;diego de almagro;problemas familiares;no pertenece a ningún pueblo indígena;mujer;2;2011;3202;;
1659;diego de almagro;dificultad económica;no pertenece a ningún pueblo indígena;hombre;19;2011;3202;;
1660;diego de almagro;trabaja o busca trabajo;diaguita;hombre;26;2011;3202;;
1661;diego de almagro;dificultad económica;diaguita;mujer;6;2011;3202;;
1662;diego de almagro;dificultad económica;no pertenece a ningún pueblo indígena;mujer;51;2011;3202;;
1663;diego de almagro;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;48;2011;3202;;
1664;diego de almagro;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;540;2011;3202;;
1665;diego de almagro;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;9;2011;3202;;
1666;diego de almagro;problemas familiares;no pertenece a ningún pueblo indígena;hombre;10;2011;3202;;
1667;diego de almagro;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;hombre;2;2011;3202;;
1668;diego de almagro;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;93;2011;3202;;
1669;diego de almagro;otra razón;diaguita;mujer;8;2011;3202;;
1670;diego de almagro;trabaja o busca trabajo;coya;hombre;6;2011;3202;;
1671;diego de almagro;terminó estudiar;diaguita;mujer;5;2011;3202;;
1672;doñihue;terminó estudiar;mapuche;mujer;11;2011;6105;;
1673;doñihue;problemas familiares;no pertenece a ningún pueblo indígena;mujer;53;2011;6105;;
1674;doñihue;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;mujer;63;2011;6105;;
1675;doñihue;no le interesa;no pertenece a ningún pueblo indígena;hombre;19;2011;6105;;
1676;doñihue;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;217;2011;6105;;
1677;doñihue;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;404;2011;6105;;
1678;doñihue;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;66;2011;6105;;
1679;doñihue;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;33;2011;6105;;
1680;doñihue;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;219;2011;6105;;
1681;doñihue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;776;2011;6105;;
1682;doñihue;otra razón;mapuche;mujer;22;2011;6105;;
1683;doñihue;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;87;2011;6105;;
