",""a"",""unlist.b."",""unlist.c."",""unlist.d."",""Freq"",""anio"",""codigo"""
"590,""El Monte"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",186,""2017"",13602"
"591,""El Monte"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",123,""2017"",13602"
"592,""El Monte"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",99,""2017"",13602"
"593,""El Quisco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",127,""2017"",5604"
"594,""El Quisco"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",297,""2017"",5604"
"595,""El Quisco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",254,""2017"",5604"
"596,""El Quisco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",127,""2017"",5604"
"597,""El Tabo"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",249,""2017"",5605"
"598,""Empedrado"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",30,""2017"",7104"
"599,""Empedrado"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",44,""2017"",7104"
"600,""Empedrado"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",55,""2017"",7104"
"601,""Empedrado"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",28,""2017"",7104"
"602,""Empedrado"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",24,""2017"",7104"
"603,""Ercilla"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""Mapuche"",""Mujer"",27,""2017"",9204"
"604,""Ercilla"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",40,""2017"",9204"
"605,""Ercilla"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",12,""2017"",9204"
"606,""Ercilla"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",23,""2017"",9204"
"607,""Estación Central"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",209,""2017"",13106"
"608,""Estación Central"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",214,""2017"",13106"
"609,""Estación Central"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",957,""2017"",13106"
"610,""Estación Central"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",761,""2017"",13106"
"611,""Estación Central"",""No tiene con quien dejar a adultos mayores"",""Mapuche"",""Mujer"",87,""2017"",13106"
"612,""Estación Central"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",120,""2017"",13106"
"613,""Estación Central"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",340,""2017"",13106"
"614,""Estación Central"",""Otra razón"",""Mapuche"",""Mujer"",87,""2017"",13106"
"615,""Estación Central"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",89,""2017"",13106"
"616,""Florida"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",27,""2017"",8104"
"617,""Florida"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Hombre"",37,""2017"",8104"
"618,""Florida"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",42,""2017"",8104"
"619,""Florida"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",57,""2017"",8104"
"620,""Florida"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",74,""2017"",8104"
"621,""Florida"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",18,""2017"",8104"
"622,""Florida"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",37,""2017"",8104"
"623,""Freire"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",65,""2017"",9105"
"624,""Freire"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",76,""2017"",9105"
"625,""Freire"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",108,""2017"",9105"
"626,""Freirina"",""Quehaceres del hogar"",""Collas"",""Mujer"",18,""2017"",3303"
"627,""Freirina"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",18,""2017"",3303"
"628,""Freirina"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",29,""2017"",3303"
"629,""Freirina"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",8,""2017"",3303"
"630,""Fresia"",""Las reglas, horarios y distancias de los trabajos no le acom"",""Mapuche"",""Mujer"",47,""2017"",10104"
"631,""Futrono"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",38,""2017"",14202"
"632,""Futrono"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",136,""2017"",14202"
"633,""Futrono"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",152,""2017"",14202"
"634,""Futrono"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Hombre"",76,""2017"",14202"
"635,""Futrono"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",40,""2017"",14202"
"636,""Futrono"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",39,""2017"",14202"
"637,""Galvarino"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",26,""2017"",9106"
"638,""Galvarino"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Hombre"",13,""2017"",9106"
"639,""Galvarino"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",26,""2017"",9106"
"640,""Galvarino"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",82,""2017"",9106"
"641,""Galvarino"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",85,""2017"",9106"
"642,""Galvarino"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",131,""2017"",9106"
"643,""Galvarino"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",26,""2017"",9106"
"644,""Gorbea"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",35,""2017"",9107"
"645,""Gorbea"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",140,""2017"",9107"
"646,""Gorbea"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",122,""2017"",9107"
"647,""Gorbea"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",135,""2017"",9107"
"648,""Gorbea"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",48,""2017"",9107"
"649,""Gorbea"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",118,""2017"",9107"
"650,""Gorbea"",""Ofrecen sueldos muy bajos"",""No pertenece a ningún pueblo indígena"",""Hombre"",91,""2017"",9107"
"651,""Hijuelas"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",52,""2017"",5503"
"652,""Hijuelas"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",52,""2017"",5503"
"653,""Hijuelas"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Mujer"",52,""2017"",5503"
"654,""Hijuelas"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",77,""2017"",5503"
"655,""Hijuelas"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",52,""2017"",5503"
"656,""Hijuelas"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",141,""2017"",5503"
"657,""Hijuelas"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Hombre"",52,""2017"",5503"
"658,""Hijuelas"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",52,""2017"",5503"
"659,""Hualañé"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",93,""2017"",7302"
"660,""Hualañé"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",245,""2017"",7302"
"661,""Hualañé"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",52,""2017"",7302"
"662,""Hualañé"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",93,""2017"",7302"
"663,""Hualañé"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Hombre"",41,""2017"",7302"
"664,""Hualañé"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",59,""2017"",7302"
"665,""Hualañé"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Mujer"",41,""2017"",7302"
"666,""Hualpén"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",233,""2017"",8112"
"667,""Hualpén"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",71,""2017"",8112"
"668,""Hualpén"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",64,""2017"",8112"
"669,""Hualpén"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",277,""2017"",8112"
"670,""Hualpén"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",64,""2017"",8112"
"671,""Hualpén"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",273,""2017"",8112"
"672,""Hualpén"",""Otra razón"",""Mapuche"",""Mujer"",47,""2017"",8112"
"673,""Hualpén"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",170,""2017"",8112"
"674,""Hualpén"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",154,""2017"",8112"
"675,""Hualpén"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",147,""2017"",8112"
"676,""Hualpén"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Hombre"",78,""2017"",8112"
"677,""Hualpén"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",75,""2017"",8112"
"678,""Hualpén"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",92,""2017"",8112"
"679,""Hualpén"",""Se cansó de buscar o cree que no hay trabajo disponible"",""Mapuche"",""Mujer"",78,""2017"",8112"
"680,""Hualqui"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",103,""2017"",8105"
"681,""Hualqui"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",103,""2017"",8105"
"682,""Huara"",""Está enfermo o tiene una discapacidad"",""Aimara"",""Mujer"",17,""2017"",1404"
"683,""Huara"",""Quehaceres del hogar"",""Aimara"",""Mujer"",17,""2017"",1404"
"684,""Huasco"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",19,""2017"",3304"
"685,""Huechuraba"",""Otra razón"",""Mapuche"",""Mujer"",314,""2017"",13107"
"686,""Huechuraba"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",415,""2017"",13107"
"687,""Huechuraba"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",220,""2017"",13107"
"688,""Huechuraba"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",543,""2017"",13107"
"689,""Illapel"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",45,""2017"",4201"
"690,""Illapel"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",85,""2017"",4201"
"691,""Illapel"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",267,""2017"",4201"
"692,""Illapel"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",269,""2017"",4201"
"693,""Independencia"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",144,""2017"",13108"
"694,""Independencia"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",52,""2017"",13108"
"695,""Independencia"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",38,""2017"",13108"
"696,""Independencia"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",70,""2017"",13108"
"697,""Independencia"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",70,""2017"",13108"
"698,""Independencia"",""No tiene con quien dejar a los niños"",""Quechua"",""Mujer"",42,""2017"",13108"
"699,""Iquique"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",28,""2017"",1101"
"700,""Iquique"",""Estudiante"",""Quechua"",""Hombre"",11,""2017"",1101"
"701,""Iquique"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",262,""2017"",1101"
"702,""Iquique"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""Aimara"",""Mujer"",59,""2017"",1101"
"703,""Iquique"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",22,""2017"",1101"
"704,""Iquique"",""No tiene con quien dejar a los niños"",""Aimara"",""Mujer"",72,""2017"",1101"
"705,""Iquique"",""Está enfermo o tiene una discapacidad"",""No sabe/no responde"",""Mujer"",29,""2017"",1101"
"706,""Iquique"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",88,""2017"",1101"
"707,""Iquique"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",38,""2017"",1101"
"708,""Iquique"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",59,""2017"",1101"
"709,""Iquique"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",25,""2017"",1101"
"710,""Iquique"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",68,""2017"",1101"
"711,""Iquique"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",87,""2017"",1101"
"712,""Iquique"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Hombre"",27,""2017"",1101"
"713,""Iquique"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",74,""2017"",1101"
"714,""Iquique"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",385,""2017"",1101"
"715,""Iquique"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",41,""2017"",1101"
"716,""Iquique"",""Quehaceres del hogar"",""Mapuche"",""Hombre"",27,""2017"",1101"
"717,""Iquique"",""No tiene con quien dejar a adultos mayores"",""Quechua"",""Mujer"",24,""2017"",1101"
"718,""Iquique"",""No tiene interés en trabajar"",""Yámana o Yagán"",""Mujer"",21,""2017"",1101"
"719,""Iquique"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Aimara"",""Mujer"",28,""2017"",1101"
"720,""Iquique"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Hombre"",44,""2017"",1101"
"721,""Iquique"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",1277,""2017"",1101"
"722,""Iquique"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",65,""2017"",1101"
"723,""Iquique"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",54,""2017"",1101"
"724,""Iquique"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",151,""2017"",1101"
"725,""Iquique"",""Está enfermo o tiene una discapacidad"",""Aimara"",""Mujer"",18,""2017"",1101"
"726,""Iquique"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",234,""2017"",1101"
"727,""Iquique"",""Quehaceres del hogar"",""Aimara"",""Mujer"",45,""2017"",1101"
"728,""Iquique"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",284,""2017"",1101"
"729,""Iquique"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",203,""2017"",1101"
"730,""Isla de Maipo"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",72,""2017"",13603"
"731,""Isla de Maipo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",61,""2017"",13603"
"732,""Isla de Maipo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",144,""2017"",13603"
"733,""Isla de Maipo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",72,""2017"",13603"
"734,""La Cisterna"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Hombre"",121,""2017"",13109"
